"Date (TU)","Date de la mesure du min/max (TU)","Valeur (en m)","Statut","Qualification","Méthode","Continuité"
2017-01-25T00:00:00.000Z,2017-01-25T13:00:00.000Z,"23.76","4",16,0,0
2017-01-26T00:00:00.000Z,2017-01-26T00:05:00.000Z,"23.78","4",16,0,0
2017-01-27T00:00:00.000Z,2017-01-27T09:15:00.000Z,"23.82","4",16,0,0
2017-01-28T00:00:00.000Z,2017-01-28T00:10:00.000Z,"23.92","4",16,0,0
2017-01-29T00:00:00.000Z,2017-01-29T00:00:00.000Z,"24.36","4",16,0,0
2017-01-30T00:00:00.000Z,2017-01-30T00:05:00.000Z,"24.64","4",16,0,0
2017-01-31T00:00:00.000Z,2017-01-31T00:45:00.000Z,"24.83","4",16,0,0
2017-02-01T00:00:00.000Z,2017-02-01T00:00:00.000Z,"25.10","4",16,0,0
2017-02-02T00:00:00.000Z,2017-02-02T00:00:00.000Z,"25.48","4",16,0,0
2017-02-03T00:00:00.000Z,2017-02-03T00:05:00.000Z,"25.91","4",16,0,0
2017-02-04T00:00:00.000Z,2017-02-04T00:00:00.000Z,"26.30","4",16,0,0
2017-02-05T00:00:00.000Z,2017-02-05T00:05:00.000Z,"26.53","4",16,0,0
2017-02-06T00:00:00.000Z,2017-02-06T00:30:00.000Z,"26.71","4",16,0,0
2017-02-07T00:00:00.000Z,2017-02-07T00:00:00.000Z,"26.88","4",16,0,0
2017-02-08T00:00:00.000Z,2017-02-08T00:00:00.000Z,"27.22","4",16,0,0
2017-02-09T00:00:00.000Z,2017-02-09T12:20:00.000Z,"27.38","4",16,0,0
2017-02-10T00:00:00.000Z,2017-02-10T11:50:00.000Z,"27.44","4",16,0,0
2017-02-11T00:00:00.000Z,2017-02-11T07:30:00.000Z,"27.54","4",16,0,0
2017-02-12T00:00:00.000Z,2017-02-12T00:05:00.000Z,"27.75","4",16,0,0
2017-02-13T00:00:00.000Z,2017-02-13T00:00:00.000Z,"28.12","4",16,0,0
2017-02-14T00:00:00.000Z,2017-02-14T00:05:00.000Z,"29.26","4",16,0,0
2017-02-15T00:00:00.000Z,2017-02-15T11:00:00.000Z,"28.98","4",16,0,0
2017-02-16T00:00:00.000Z,2017-02-16T07:50:00.000Z,"29.12","4",16,0,0
2017-02-17T00:00:00.000Z,2017-02-17T12:30:00.000Z,"29.11","4",16,0,0
2017-02-18T00:00:00.000Z,2017-02-18T00:00:00.000Z,"29.37","4",16,0,0
2017-02-19T00:00:00.000Z,2017-02-19T00:00:00.000Z,"29.66","4",16,0,0
2017-02-20T00:00:00.000Z,2017-02-20T09:55:00.000Z,"29.62","4",16,0,0
2017-02-21T00:00:00.000Z,2017-02-21T00:00:00.000Z,"29.79","4",16,0,0
2017-02-22T00:00:00.000Z,2017-02-22T00:05:00.000Z,"30.07","4",16,0,0
2017-02-23T00:00:00.000Z,2017-02-23T00:05:00.000Z,"30.39","4",16,0,0
2017-02-24T00:00:00.000Z,2017-02-24T00:05:00.000Z,"30.77","4",16,0,0
2017-02-25T00:00:00.000Z,2017-02-25T00:00:00.000Z,"31.18","4",16,0,0
2017-02-26T00:00:00.000Z,2017-02-26T00:00:00.000Z,"31.51","4",16,0,0
2017-02-27T00:00:00.000Z,2017-02-27T00:00:00.000Z,"31.70","4",16,0,0
2017-02-28T00:00:00.000Z,2017-02-28T00:00:00.000Z,"31.98","4",16,0,0
2017-03-01T00:00:00.000Z,2017-03-01T00:20:00.000Z,"32.23","4",16,0,0
2017-03-02T00:00:00.000Z,2017-03-02T12:30:00.000Z,"32.30","4",16,0,0
2017-03-03T00:00:00.000Z,2017-03-03T00:00:00.000Z,"32.37","4",16,0,0
2017-03-04T00:00:00.000Z,2017-03-04T00:10:00.000Z,"32.56","4",16,0,0
2017-03-05T00:00:00.000Z,2017-03-05T00:00:00.000Z,"33.31","4",16,0,0
2017-03-06T00:00:00.000Z,2017-03-06T00:25:00.000Z,"33.61","4",16,0,0
2017-03-07T00:00:00.000Z,2017-03-07T00:00:00.000Z,"33.94","4",16,0,0
2017-03-08T00:00:00.000Z,2017-03-08T00:05:00.000Z,"34.22","4",16,0,0
2017-03-09T00:00:00.000Z,2017-03-09T11:30:00.000Z,"34.14","4",16,0,0
2017-03-10T00:00:00.000Z,2017-03-10T00:05:00.000Z,"34.35","4",16,0,0
2017-03-11T00:00:00.000Z,2017-03-11T00:00:00.000Z,"34.57","4",16,0,0
2017-03-12T00:00:00.000Z,2017-03-12T00:15:00.000Z,"34.82","4",16,0,0
2017-03-13T00:00:00.000Z,2017-03-13T03:30:00.000Z,"34.82","4",16,0,0
2017-03-14T00:00:00.000Z,2017-03-14T07:30:00.000Z,"34.80","4",16,0,0
2017-03-15T00:00:00.000Z,2017-03-15T00:05:00.000Z,"34.83","4",16,0,0
2017-03-16T00:00:00.000Z,2017-03-16T00:00:00.000Z,"35.11","4",16,0,0
2017-03-17T00:00:00.000Z,2017-03-17T00:00:00.000Z,"35.41","4",16,0,0
2017-03-18T00:00:00.000Z,2017-03-18T00:00:00.000Z,"35.66","4",16,0,0
2017-03-19T00:00:00.000Z,2017-03-19T00:00:00.000Z,"35.90","4",16,0,0
2017-03-20T00:00:00.000Z,2017-03-20T21:25:00.000Z,"35.96","4",16,0,0
2017-03-21T00:00:00.000Z,2017-03-21T12:25:00.000Z,"36.07","4",16,0,0
2017-03-22T00:00:00.000Z,2017-03-22T03:25:00.000Z,"36.15","4",16,0,0
2017-03-23T00:00:00.000Z,2017-03-23T00:55:00.000Z,"36.38","4",16,0,0
2017-03-24T00:00:00.000Z,2017-03-24T15:25:00.000Z,"36.49","4",16,0,0
2017-03-25T00:00:00.000Z,2017-03-25T00:25:00.000Z,"36.75","4",16,0,0
2017-03-26T00:00:00.000Z,2017-03-26T01:25:00.000Z,"36.80","4",16,0,0
2017-03-27T00:00:00.000Z,2017-03-27T00:25:00.000Z,"37.10","4",16,0,0
2017-03-28T00:00:00.000Z,2017-03-28T11:25:00.000Z,"37.21","4",16,0,0
2017-03-29T00:00:00.000Z,2017-03-29T00:25:00.000Z,"37.42","4",16,0,0
2017-03-30T00:00:00.000Z,2017-03-30T00:25:00.000Z,"37.78","4",16,0,0
2017-03-31T00:00:00.000Z,2017-03-31T00:25:00.000Z,"38.04","4",16,0,0
2017-04-01T00:00:00.000Z,2017-04-01T16:55:00.000Z,"30.67","4",16,0,0
2017-04-02T00:00:00.000Z,2017-04-02T13:55:00.000Z,"29.91","4",16,0,0
2017-04-03T00:00:00.000Z,2017-04-03T07:25:00.000Z,"29.90","4",16,0,0
2017-04-04T00:00:00.000Z,2017-04-04T00:55:00.000Z,"37.84","4",16,0,0
2017-04-05T00:00:00.000Z,2017-04-05T00:40:00.000Z,"38.78","4",16,0,0
2017-04-06T00:00:00.000Z,2017-04-06T01:20:00.000Z,"38.87","4",16,0,0
2017-04-07T00:00:00.000Z,2017-04-07T00:00:00.000Z,"38.98","4",16,0,0
2017-04-08T00:00:00.000Z,2017-04-08T00:00:00.000Z,"39.07","4",16,0,0
2017-04-09T00:00:00.000Z,2017-04-09T00:05:00.000Z,"39.17","4",16,0,0
2017-04-10T00:00:00.000Z,2017-04-10T00:05:00.000Z,"39.26","4",16,0,0
2017-04-11T00:00:00.000Z,2017-04-11T00:00:00.000Z,"39.47","4",16,0,0
2017-04-12T00:00:00.000Z,2017-04-12T06:40:00.000Z,"39.70","4",16,0,0
2017-04-13T00:00:00.000Z,2017-04-13T00:25:00.000Z,"40.15","4",16,0,0
2017-04-14T00:00:00.000Z,2017-04-14T00:00:00.000Z,"40.45","4",16,0,0
2017-04-15T00:00:00.000Z,2017-04-15T00:05:00.000Z,"40.69","4",16,0,0
2017-04-16T00:00:00.000Z,2017-04-16T23:25:00.000Z,"40.60","4",16,0,0
2017-04-17T00:00:00.000Z,2017-04-17T07:05:00.000Z,"40.58","4",16,0,0
2017-04-18T00:00:00.000Z,2017-04-18T00:00:00.000Z,"40.69","4",16,0,0
2017-04-19T00:00:00.000Z,2017-04-19T00:00:00.000Z,"40.87","4",16,0,0
2017-04-20T00:00:00.000Z,2017-04-20T04:15:00.000Z,"41.04","4",16,0,0
2017-04-21T00:00:00.000Z,2017-04-21T00:00:00.000Z,"41.15","4",16,0,0
2017-04-22T00:00:00.000Z,2017-04-22T00:05:00.000Z,"41.22","4",16,0,0
2017-04-23T00:00:00.000Z,2017-04-23T00:00:00.000Z,"41.29","4",16,0,0
2017-04-24T00:00:00.000Z,2017-04-24T01:20:00.000Z,"41.35","4",16,0,0
2017-04-25T00:00:00.000Z,2017-04-25T00:00:00.000Z,"41.49","4",16,0,0
2017-04-26T00:00:00.000Z,2017-04-26T00:05:00.000Z,"41.70","4",16,0,0
2017-04-27T00:00:00.000Z,2017-04-27T00:15:00.000Z,"42.09","4",16,0,0
2017-04-28T00:00:00.000Z,2017-04-28T13:20:00.000Z,"42.25","4",16,0,0
2017-04-29T00:00:00.000Z,2017-04-29T00:15:00.000Z,"42.30","4",16,0,0
2017-04-30T00:00:00.000Z,2017-04-30T18:45:00.000Z,"42.31","4",16,0,0
2017-05-01T00:00:00.000Z,2017-05-01T00:05:00.000Z,"42.33","4",16,0,0
2017-05-02T00:00:00.000Z,2017-05-02T00:05:00.000Z,"42.37","4",16,0,0
2017-05-03T00:00:00.000Z,2017-05-03T00:10:00.000Z,"42.41","4",16,0,0
2017-05-04T00:00:00.000Z,2017-05-04T06:45:00.000Z,"42.14","4",16,0,0
2017-05-05T00:00:00.000Z,2017-05-05T00:30:00.000Z,"42.57","4",16,0,0
2017-05-06T00:00:00.000Z,2017-05-06T00:05:00.000Z,"42.75","4",16,0,0
2017-05-07T00:00:00.000Z,2017-05-07T00:00:00.000Z,"43.08","4",16,0,0
2017-05-08T00:00:00.000Z,2017-05-08T00:15:00.000Z,"43.26","4",16,0,0
2017-05-09T00:00:00.000Z,2017-05-09T00:10:00.000Z,"43.31","4",16,0,0
2017-05-10T00:00:00.000Z,2017-05-10T14:05:00.000Z,"43.31","4",16,0,0
2017-05-11T00:00:00.000Z,2017-05-11T00:15:00.000Z,"43.32","4",16,0,0
2017-05-12T00:00:00.000Z,2017-05-12T21:30:00.000Z,"43.39","4",16,0,0
2017-05-13T00:00:00.000Z,2017-05-13T18:30:00.000Z,"43.35","4",16,0,0
2017-05-14T00:00:00.000Z,2017-05-14T15:00:00.000Z,"43.37","4",16,0,0
2017-05-15T00:00:00.000Z,2017-05-15T00:00:00.000Z,"43.39","4",16,0,0
2017-05-16T00:00:00.000Z,2017-05-16T00:00:00.000Z,"43.40","4",16,0,0
2017-05-17T00:00:00.000Z,2017-05-17T00:00:00.000Z,"43.47","4",16,0,0
2017-05-18T00:00:00.000Z,2017-05-18T00:00:00.000Z,"43.52","4",16,0,0
2017-05-19T00:00:00.000Z,2017-05-19T16:00:00.000Z,"43.56","4",16,0,0
2017-05-20T00:00:00.000Z,2017-05-20T23:00:00.000Z,"43.54","4",16,0,0
2017-05-21T00:00:00.000Z,2017-05-21T20:00:00.000Z,"43.51","4",16,0,0
2017-05-22T00:00:00.000Z,2017-05-22T00:00:00.000Z,"43.53","4",16,0,0
2017-05-23T00:00:00.000Z,2017-05-23T00:00:00.000Z,"43.63","4",16,0,0
2017-05-24T00:00:00.000Z,2017-05-24T04:30:00.000Z,"43.61","4",16,0,0
2017-05-25T00:00:00.000Z,2017-05-25T17:30:00.000Z,"34.45","4",16,0,0
2017-05-26T00:00:00.000Z,2017-05-26T17:00:00.000Z,"41.39","4",16,0,0
2017-05-27T00:00:00.000Z,2017-05-27T09:00:00.000Z,"35.06","4",16,0,0
2017-05-28T00:00:00.000Z,2017-05-28T01:05:00.000Z,"43.90","4",16,0,0
2017-05-29T00:00:00.000Z,2017-05-29T23:55:00.000Z,"43.86","4",16,0,0
2017-05-30T00:00:00.000Z,2017-05-30T11:20:00.000Z,"43.84","4",16,0,0
2017-05-31T00:00:00.000Z,2017-05-31T00:00:00.000Z,"43.87","4",16,0,0
2017-06-01T00:00:00.000Z,2017-06-01T08:50:00.000Z,"43.91","4",16,0,0
2017-06-02T00:00:00.000Z,2017-06-02T00:00:00.000Z,"43.97","4",16,0,0
2017-06-03T00:00:00.000Z,2017-06-03T00:00:00.000Z,"44.00","4",16,0,0
2017-06-04T00:00:00.000Z,2017-06-04T21:20:00.000Z,"44.01","4",16,0,0
2017-06-05T00:00:00.000Z,2017-06-05T19:10:00.000Z,"43.93","4",16,0,0
2017-06-06T00:00:00.000Z,2017-06-06T13:50:00.000Z,"43.89","4",16,0,0
2017-06-07T00:00:00.000Z,2017-06-07T00:00:00.000Z,"43.91","4",16,0,0
2017-06-08T00:00:00.000Z,2017-06-08T11:25:00.000Z,"43.69","4",16,0,0
2017-06-09T00:00:00.000Z,2017-06-09T01:55:00.000Z,"43.90","4",16,0,0
2017-06-10T00:00:00.000Z,2017-06-10T06:45:00.000Z,"43.93","4",16,0,0
2017-06-11T00:00:00.000Z,2017-06-11T04:25:00.000Z,"43.91","4",16,0,0
2017-06-12T00:00:00.000Z,2017-06-12T09:25:00.000Z,"43.90","4",16,0,0
2017-06-13T00:00:00.000Z,2017-06-13T00:05:00.000Z,"43.90","4",16,0,0
2017-06-14T00:00:00.000Z,2017-06-14T00:40:00.000Z,"43.94","4",16,0,0
2017-06-15T00:00:00.000Z,2017-06-15T00:20:00.000Z,"43.95","4",16,0,0
2017-06-16T00:00:00.000Z,2017-06-16T21:15:00.000Z,"43.95","4",16,0,0
2017-06-17T00:00:00.000Z,2017-06-17T00:00:00.000Z,"43.97","4",16,0,0
2017-06-18T00:00:00.000Z,2017-06-18T17:30:00.000Z,"44.01","4",16,0,0
2017-06-19T00:00:00.000Z,2017-06-19T23:40:00.000Z,"43.96","4",16,0,0
2017-06-20T00:00:00.000Z,2017-06-20T09:15:00.000Z,"43.73","4",16,0,0
2017-06-21T00:00:00.000Z,2017-06-21T01:35:00.000Z,"43.91","4",16,0,0
2017-06-22T00:00:00.000Z,2017-06-22T02:20:00.000Z,"43.95","4",16,0,0
2017-06-23T00:00:00.000Z,2017-06-23T22:20:00.000Z,"43.97","4",16,0,0
2017-06-24T00:00:00.000Z,2017-06-24T22:55:00.000Z,"43.91","4",16,0,0
2017-06-25T00:00:00.000Z,2017-06-25T17:30:00.000Z,"43.90","4",16,0,0
2017-06-26T00:00:00.000Z,2017-06-26T00:30:00.000Z,"43.90","4",16,0,0
2017-06-27T00:00:00.000Z,2017-06-27T19:50:00.000Z,"43.90","4",16,0,0
2017-06-28T00:00:00.000Z,2017-06-28T18:00:00.000Z,"43.86","4",16,0,0
2017-06-29T00:00:00.000Z,2017-06-29T18:30:00.000Z,"43.86","4",16,0,0
2017-06-30T00:00:00.000Z,2017-06-30T00:00:00.000Z,"43.87","4",16,0,0
2017-07-01T00:00:00.000Z,2017-07-01T23:35:00.000Z,"43.86","4",16,0,0
2017-07-02T00:00:00.000Z,2017-07-02T22:45:00.000Z,"43.76","4",16,0,0
2017-07-03T00:00:00.000Z,2017-07-03T22:50:00.000Z,"43.67","4",16,0,0
2017-07-04T00:00:00.000Z,2017-07-04T23:55:00.000Z,"43.55","4",16,0,0
2017-07-05T00:00:00.000Z,2017-07-05T21:00:00.000Z,"43.41","4",16,0,0
2017-07-06T00:00:00.000Z,2017-07-06T21:00:00.000Z,"43.26","4",16,0,0
2017-07-07T00:00:00.000Z,2017-07-07T22:30:00.000Z,"43.07","4",16,0,0
2017-07-08T00:00:00.000Z,2017-07-08T23:10:00.000Z,"42.90","4",16,0,0
2017-07-09T00:00:00.000Z,2017-07-09T23:05:00.000Z,"42.60","4",16,0,0
2017-07-10T00:00:00.000Z,2017-07-10T22:05:00.000Z,"42.51","4",16,0,0
2017-07-11T00:00:00.000Z,2017-07-11T19:35:00.000Z,"42.43","4",16,0,0
2017-07-12T00:00:00.000Z,2017-07-12T23:25:00.000Z,"42.39","4",16,0,0
2017-07-13T00:00:00.000Z,2017-07-13T22:40:00.000Z,"42.22","4",16,0,0
2017-07-14T00:00:00.000Z,2017-07-14T23:40:00.000Z,"42.04","4",16,0,0
2017-07-15T00:00:00.000Z,2017-07-15T23:59:59.000Z,"41.84","4",16,0,0
2017-07-16T00:00:00.000Z,2017-07-16T23:55:00.000Z,"41.64","4",16,0,0
2017-07-17T00:00:00.000Z,2017-07-17T23:45:00.000Z,"41.47","4",16,0,0
2017-07-18T00:00:00.000Z,2017-07-18T23:35:00.000Z,"41.21","4",16,0,0
2017-07-19T00:00:00.000Z,2017-07-19T23:35:00.000Z,"41.05","4",16,0,0
2017-07-20T00:00:00.000Z,2017-07-20T22:35:00.000Z,"40.88","4",16,0,0
2017-07-21T00:00:00.000Z,2017-07-21T23:05:00.000Z,"40.72","4",16,0,0
2017-07-22T00:00:00.000Z,2017-07-22T22:35:00.000Z,"40.56","4",16,0,0
2017-07-23T00:00:00.000Z,2017-07-23T23:05:00.000Z,"40.36","4",16,0,0
2017-07-24T00:00:00.000Z,2017-07-24T23:35:00.000Z,"40.26","4",16,0,0
2017-07-25T00:00:00.000Z,2017-07-25T20:35:00.000Z,"40.07","4",16,0,0
2017-07-26T00:00:00.000Z,2017-07-26T23:05:00.000Z,"39.86","4",16,0,0
2017-07-27T00:00:00.000Z,2017-07-27T23:35:00.000Z,"39.67","4",16,0,0
2017-07-28T00:00:00.000Z,2017-07-28T23:05:00.000Z,"39.45","4",16,0,0
2017-07-29T00:00:00.000Z,2017-07-29T22:35:00.000Z,"39.23","4",16,0,0
2017-07-30T00:00:00.000Z,2017-07-30T22:05:00.000Z,"39.01","4",16,0,0
2017-07-31T00:00:00.000Z,2017-07-31T22:35:00.000Z,"38.79","4",16,0,0
2017-08-01T00:00:00.000Z,2017-08-01T21:05:00.000Z,"38.58","4",16,0,0
2017-08-02T00:00:00.000Z,2017-08-02T18:05:00.000Z,"33.06","4",16,0,0
2017-08-03T00:00:00.000Z,2017-08-03T10:35:00.000Z,"34.50","4",16,0,0
2017-08-04T00:00:00.000Z,2017-08-04T04:05:00.000Z,"29.50","4",16,0,0
2017-08-05T00:00:00.000Z,2017-08-05T04:05:00.000Z,"29.97","4",16,0,0
2017-08-06T00:00:00.000Z,2017-08-06T08:50:00.000Z,"37.60","4",16,0,0
2017-08-07T00:00:00.000Z,2017-08-07T23:00:00.000Z,"37.48","4",16,0,0
2017-08-08T00:00:00.000Z,2017-08-08T22:35:00.000Z,"37.28","4",16,0,0
2017-08-09T00:00:00.000Z,2017-08-09T21:35:00.000Z,"37.11","4",16,0,0
2017-08-10T00:00:00.000Z,2017-08-10T00:00:00.000Z,"37.13","4",16,0,0
2017-08-11T00:00:00.000Z,2017-08-11T22:45:00.000Z,"37.08","4",16,0,0
2017-08-12T00:00:00.000Z,2017-08-12T23:15:00.000Z,"36.93","4",16,0,0
2017-08-13T00:00:00.000Z,2017-08-13T22:25:00.000Z,"36.76","4",16,0,0
2017-08-14T00:00:00.000Z,2017-08-14T22:10:00.000Z,"36.58","4",16,0,0
2017-08-15T00:00:00.000Z,2017-08-15T21:05:00.000Z,"36.43","4",16,0,0
2017-08-16T00:00:00.000Z,2017-08-16T23:50:00.000Z,"36.26","4",16,0,0
2017-08-17T00:00:00.000Z,2017-08-17T23:20:00.000Z,"36.09","4",16,0,0
2017-08-18T00:00:00.000Z,2017-08-18T22:00:00.000Z,"35.90","4",16,0,0
2017-08-19T00:00:00.000Z,2017-08-19T19:20:00.000Z,"35.72","4",16,0,0
2017-08-20T00:00:00.000Z,2017-08-20T23:30:00.000Z,"35.52","4",16,0,0
2017-08-21T00:00:00.000Z,2017-08-21T21:30:00.000Z,"35.36","4",16,0,0
2017-08-22T00:00:00.000Z,2017-08-22T22:35:00.000Z,"35.15","4",16,0,0
2017-08-23T00:00:00.000Z,2017-08-23T23:35:00.000Z,"34.95","4",16,0,0
2017-08-24T00:00:00.000Z,2017-08-24T23:15:00.000Z,"34.84","4",16,0,0
2017-08-25T00:00:00.000Z,2017-08-25T23:55:00.000Z,"34.68","4",16,0,0
2017-08-26T00:00:00.000Z,2017-08-26T23:55:00.000Z,"34.50","4",16,0,0
2017-08-27T00:00:00.000Z,2017-08-27T23:50:00.000Z,"34.31","4",16,0,0
2017-08-28T00:00:00.000Z,2017-08-28T23:59:59.000Z,"34.11","4",16,0,0
2017-08-29T00:00:00.000Z,2017-08-29T22:20:00.000Z,"33.92","4",16,0,0
2017-08-30T00:00:00.000Z,2017-08-30T23:59:59.000Z,"33.65","4",16,0,0
2017-08-31T00:00:00.000Z,2017-08-31T23:59:59.000Z,"33.44","4",16,0,0
2017-09-01T00:00:00.000Z,2017-09-01T22:35:00.000Z,"33.15","4",16,0,0
2017-09-02T00:00:00.000Z,2017-09-02T23:55:00.000Z,"32.79","4",16,0,0
2017-09-03T00:00:00.000Z,2017-09-03T23:25:00.000Z,"32.42","4",16,0,0
2017-09-04T00:00:00.000Z,2017-09-04T21:55:00.000Z,"32.11","4",16,0,0
2017-09-05T00:00:00.000Z,2017-09-05T23:55:00.000Z,"31.77","4",16,0,0
2017-09-06T00:00:00.000Z,2017-09-06T23:20:00.000Z,"31.40","4",16,0,0
2017-09-07T00:00:00.000Z,2017-09-07T23:50:00.000Z,"31.00","4",16,0,0
2017-09-08T00:00:00.000Z,2017-09-08T23:30:00.000Z,"30.63","4",16,0,0
2017-09-09T00:00:00.000Z,2017-09-09T23:35:00.000Z,"30.29","4",16,0,0
2017-09-10T00:00:00.000Z,2017-09-10T23:00:00.000Z,"30.04","4",16,0,0
2017-09-11T00:00:00.000Z,2017-09-11T23:55:00.000Z,"29.76","4",16,0,0
2017-09-12T00:00:00.000Z,2017-09-12T23:35:00.000Z,"29.39","4",16,0,0
2017-09-13T00:00:00.000Z,2017-09-13T23:45:00.000Z,"29.01","4",16,0,0
2017-09-14T00:00:00.000Z,2017-09-14T23:35:00.000Z,"28.63","4",16,0,0
2017-09-15T00:00:00.000Z,2017-09-15T23:40:00.000Z,"28.45","4",16,0,0
2017-09-16T00:00:00.000Z,2017-09-16T23:25:00.000Z,"28.25","4",16,0,0
2017-09-17T00:00:00.000Z,2017-09-17T22:10:00.000Z,"27.96","4",16,0,0
2017-09-18T00:00:00.000Z,2017-09-18T23:40:00.000Z,"27.66","4",16,0,0
2017-09-19T00:00:00.000Z,2017-09-19T23:40:00.000Z,"27.33","4",16,0,0
2017-09-20T00:00:00.000Z,2017-09-20T23:10:00.000Z,"26.95","4",16,0,0
2017-09-21T00:00:00.000Z,2017-09-21T23:40:00.000Z,"26.52","4",16,0,0
2017-09-22T00:00:00.000Z,2017-09-22T23:10:00.000Z,"26.10","4",16,0,0
2017-09-23T00:00:00.000Z,2017-09-23T22:40:00.000Z,"25.76","4",16,0,0
2017-09-24T00:00:00.000Z,2017-09-24T22:10:00.000Z,"25.46","4",16,0,0